https,iframe,ip,length_hostname,length_url,nb_and,nb_at,nb_dots,nb_hyphens,nb_percent,nb_underscore,num_subdomains,popup_window,submit_email,label
1,0,0,14,36,0,0,1,0,0,0,0,0,0,1
1,0,1,42,68,0,0,4,0,0,0,3,0,0,1
1,0,0,17,29,0,0,2,0,0,0,1,0,0,0
0,0,0,21,118,0,0,3,5,0,0,2,0,0,0
0,0,0,25,34,0,0,2,0,0,0,1,0,0,1
0,0,0,22,99,0,0,2,9,0,0,1,0,0,0
0,0,0,22,31,0,0,2,0,0,0,1,0,0,0
1,0,0,26,48,0,0,2,0,0,1,1,0,0,0
1,0,1,31,49,0,0,2,1,0,0,1,0,0,1
0,0,0,27,36,0,0,2,0,0,0,1,0,0,0
1,0,0,18,25,0,0,2,0,0,0,1,0,0,0
1,0,0,16,47,0,0,2,0,0,0,1,0,0,1
0,0,1,18,58,0,0,2,0,0,0,1,0,0,0
0,0,0,10,37,0,0,2,2,0,0,1,0,0,1
0,0,0,12,25,0,0,1,0,0,0,0,0,0,0
1,0,0,16,31,0,0,2,0,0,0,1,1,0,0
1,0,0,22,40,0,0,2,0,0,0,1,0,0,0
0,0,0,13,62,0,0,2,5,0,0,1,0,0,0
1,0,0,9,49,0,0,1,3,0,0,0,0,0,0
0,0,0,16,25,0,0,2,0,0,0,1,0,0,0
0,0,0,16,41,0,0,2,0,0,1,1,0,0,0
0,0,0,19,28,0,0,2,0,0,0,1,0,0,0
0,0,0,21,30,0,0,2,0,0,0,1,0,0,0
1,0,1,16,52,0,0,2,1,0,0,1,0,0,0
1,0,0,25,60,0,0,3,1,0,0,1,0,0,1
1,0,0,17,47,0,0,3,1,0,0,2,0,0,1
1,0,0,10,23,0,0,1,0,0,0,0,0,0,1
1,0,0,29,36,0,0,2,1,0,0,1,0,0,0
1,0,0,13,74,0,0,2,5,0,0,1,0,0,0
1,0,0,16,50,0,0,3,0,0,0,1,0,0,0
0,0,0,26,59,0,0,4,1,0,0,2,0,0,1
0,0,0,12,43,0,0,3,0,0,0,0,0,0,1
1,0,0,18,49,0,0,4,0,0,0,2,0,0,0
1,0,0,13,41,0,0,2,1,0,2,0,0,0,0
1,0,0,13,46,0,0,3,1,0,0,2,0,0,0
1,0,0,21,42,0,0,1,0,0,0,0,0,0,1
1,0,0,11,44,0,0,3,0,0,0,0,0,0,0
1,0,0,14,33,0,0,2,0,0,0,0,0,0,0
1,0,0,17,25,0,0,2,0,0,0,1,0,0,0
1,0,0,20,61,0,0,3,0,0,3,1,0,0,0
1,0,0,10,57,0,0,2,0,0,0,0,0,0,1
1,0,0,13,36,0,0,2,0,0,0,1,0,0,0
1,0,0,39,56,0,0,5,2,0,0,3,0,0,1
0,0,0,26,35,0,0,2,0,0,0,1,0,0,0
0,0,0,30,55,0,0,3,1,0,0,1,0,0,1
1,0,0,18,78,0,0,2,3,0,0,1,0,0,0
1,0,0,17,47,0,0,3,1,0,0,1,0,0,0
1,0,0,22,41,0,0,2,0,0,0,0,0,0,1
0,0,0,16,57,0,0,2,0,0,0,1,0,0,1
1,0,0,21,55,0,0,3,0,0,0,1,0,0,1
1,0,0,22,56,0,0,3,0,0,2,1,0,0,0
1,0,0,22,39,0,0,2,0,0,0,1,0,0,0
1,0,0,11,19,0,0,2,0,0,0,1,0,0,1
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
0,0,0,28,37,0,0,2,0,0,0,1,0,0,0
0,0,0,16,42,0,0,2,0,0,1,1,0,0,0
0,0,0,17,35,0,0,1,0,0,0,0,0,0,1
0,0,0,11,32,0,0,1,1,0,0,0,0,0,1
1,0,0,17,47,0,0,2,0,0,0,1,0,0,1
1,0,0,18,149,0,0,2,4,38,0,1,0,0,0
0,0,0,31,121,0,0,2,2,0,4,1,0,0,1
1,0,0,15,65,0,0,2,1,1,0,1,0,0,1
0,0,0,20,204,0,0,2,1,0,0,1,0,0,1
1,0,0,7,15,0,0,1,0,0,0,0,0,0,0
0,0,0,30,101,0,1,5,1,0,0,1,0,0,1
1,0,0,43,89,0,0,2,1,0,0,0,0,0,1
1,0,1,18,91,0,0,2,1,0,0,1,0,0,1
0,0,0,25,39,0,0,2,0,0,0,1,0,0,1
0,0,1,44,108,0,0,2,6,0,0,1,0,0,0
0,0,0,14,58,0,0,2,0,0,0,1,0,0,1
1,0,0,21,58,0,0,2,0,0,3,1,0,0,0
0,0,0,9,52,0,0,3,0,0,1,0,0,0,1
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
0,0,0,19,28,0,0,3,0,0,0,2,0,0,0
1,0,0,13,73,0,0,2,5,0,0,1,0,0,0
0,0,0,10,26,0,0,1,0,0,0,0,0,0,1
0,0,1,22,68,0,0,2,0,0,0,1,0,0,1
0,0,0,16,41,0,0,2,0,0,1,1,0,0,0
0,0,0,14,33,0,0,1,0,0,0,0,0,0,0
1,0,0,6,49,0,0,2,0,0,0,0,0,0,0
1,0,0,18,26,0,0,3,0,0,0,2,1,0,0
1,0,0,23,30,0,0,2,0,0,0,1,0,0,1
1,0,0,13,45,0,0,2,0,0,0,1,0,0,0
1,0,1,20,84,0,0,2,0,2,0,1,0,0,1
1,0,0,19,55,0,0,2,1,0,0,1,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,15,49,0,0,3,0,0,0,1,0,0,1
1,0,0,61,69,0,0,7,0,0,0,6,0,0,1
0,0,0,18,105,2,0,2,0,0,1,1,0,0,1
1,0,0,21,47,0,0,2,0,0,0,1,0,0,1
1,0,0,26,64,0,0,3,2,0,0,1,0,0,0
0,0,0,21,30,0,0,2,0,0,0,1,0,0,0
1,0,0,21,56,0,0,1,0,0,0,0,0,0,1
1,0,0,23,38,0,0,2,0,0,0,1,0,0,1
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
0,0,0,19,71,0,0,2,3,0,0,1,0,0,0
1,0,0,23,50,0,0,3,0,0,1,2,0,0,1
1,0,0,17,120,0,0,2,1,0,8,1,0,0,0
0,0,0,9,68,0,0,1,4,0,0,0,0,0,0
1,0,0,20,100,0,0,1,1,0,1,0,0,0,1
1,0,0,37,45,0,0,4,0,0,0,3,0,0,1
1,0,0,18,26,0,0,2,0,0,0,1,0,0,0
0,0,0,21,33,0,0,2,1,0,0,1,0,0,0
1,0,0,17,68,0,0,4,1,0,0,1,0,0,1
0,0,1,15,204,2,0,3,0,0,1,1,0,0,1
1,0,0,23,66,0,0,3,0,0,0,1,0,0,0
0,0,1,30,130,1,0,5,5,0,0,1,0,0,1
1,0,1,28,107,0,0,4,1,0,0,1,0,0,1
1,0,0,16,52,0,0,2,0,0,1,1,0,0,1
0,0,0,19,74,0,0,2,4,0,0,1,0,0,0
1,0,0,19,27,0,0,2,0,0,0,1,0,0,1
1,0,0,37,56,0,0,4,0,0,0,2,0,0,1
0,0,0,20,90,0,0,2,1,0,1,1,0,0,1
1,0,0,18,54,0,0,2,1,0,0,1,0,0,1
1,0,1,44,70,0,0,5,0,0,0,3,0,0,1
0,0,0,14,78,0,0,3,4,0,0,1,0,0,0
1,0,0,26,54,0,0,4,0,0,0,1,0,0,1
1,0,0,21,53,0,0,2,0,0,0,1,0,0,1
1,0,0,16,31,0,0,2,0,0,0,1,0,0,0
1,0,0,19,41,0,0,3,0,0,0,1,0,0,0
1,0,0,17,44,0,0,3,0,0,0,1,0,0,0
0,0,0,30,39,0,0,2,0,0,0,1,0,0,0
1,0,0,18,26,0,0,2,0,0,0,1,0,0,0
1,0,1,10,66,0,0,2,0,0,0,0,0,0,1
1,0,0,14,62,0,0,2,0,1,0,1,0,0,0
0,0,0,26,35,0,0,3,0,0,0,2,0,0,0
1,0,0,18,25,0,0,2,0,0,0,1,0,0,0
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
0,0,1,50,126,2,0,4,1,0,2,3,0,0,1
1,0,1,17,73,0,0,1,4,0,0,0,0,0,0
1,0,1,13,116,0,0,5,0,0,0,0,0,0,1
0,0,0,31,40,0,0,3,1,0,0,2,0,0,1
1,0,0,27,35,0,0,2,0,0,0,1,0,0,0
0,0,0,11,20,0,0,1,1,0,0,0,0,0,0
1,0,0,22,30,0,0,2,0,0,0,1,0,0,1
1,0,1,18,68,0,0,2,4,0,0,1,0,0,1
1,0,0,15,68,0,0,2,1,0,0,1,0,0,1
0,0,0,14,88,0,0,4,1,4,0,1,0,0,0
1,0,0,26,33,0,0,2,0,0,0,1,0,0,0
1,0,0,17,25,0,0,2,0,0,0,1,0,0,0
0,0,0,15,35,0,0,2,0,0,0,1,0,0,0
0,0,0,26,97,0,0,2,5,0,0,1,0,0,0
1,0,0,27,46,0,0,3,0,0,0,2,0,0,1
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
1,0,0,19,44,0,0,1,0,0,0,0,0,0,1
1,0,0,22,58,0,0,2,0,0,0,0,0,0,1
0,0,0,19,55,0,0,2,2,0,0,1,0,0,1
0,0,0,20,48,0,0,3,0,0,0,1,0,0,0
1,0,0,23,30,0,0,2,0,0,0,1,0,0,0
1,0,0,8,24,0,0,2,0,0,0,0,0,0,1
1,0,0,31,66,0,0,2,1,0,0,1,0,0,0
0,0,0,13,45,0,0,1,0,0,0,0,0,0,1
1,0,0,19,39,0,0,2,1,0,0,1,0,0,0
1,0,0,17,54,0,0,3,2,0,0,1,0,0,1
1,0,0,22,58,0,0,2,0,0,1,1,0,0,0
1,0,0,24,46,0,0,2,1,0,0,1,0,0,0
1,0,0,10,32,0,0,2,0,0,0,0,0,0,1
1,0,1,18,100,0,0,3,1,0,0,1,0,0,1
1,0,0,16,61,0,0,2,0,0,3,1,0,0,0
0,0,1,13,61,0,0,3,1,0,0,1,0,0,1
0,0,0,14,74,0,0,4,1,4,0,1,0,0,0
1,0,0,19,50,0,0,3,0,0,1,1,0,0,0
0,0,0,20,29,0,0,2,0,0,0,1,0,0,1
0,0,0,19,47,0,0,2,2,0,0,1,0,0,0
1,0,0,16,24,0,0,2,0,0,0,1,0,0,0
1,0,0,19,27,0,0,2,1,0,0,1,0,0,0
1,0,1,18,165,0,1,4,3,0,0,1,0,0,1
1,0,0,23,50,0,0,4,0,0,0,3,0,0,1
0,0,0,17,87,0,0,2,4,0,0,1,0,0,0
0,0,0,12,91,0,0,2,0,0,5,0,0,0,0
1,0,0,21,70,0,0,2,2,0,1,1,0,0,0
1,0,0,16,27,0,0,2,0,0,0,1,0,0,0
1,0,0,20,55,0,0,3,1,0,0,1,0,0,0
1,0,0,29,36,0,0,2,0,0,0,1,0,0,1
1,0,0,18,38,0,0,3,0,0,0,1,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,14,74,0,0,2,14,0,0,1,0,0,0
1,0,0,25,33,0,0,2,0,0,0,1,0,0,0
0,0,0,27,63,0,0,1,1,0,0,0,0,0,1
1,0,0,28,36,0,0,1,0,0,0,0,0,0,1
1,0,0,15,58,0,0,1,5,0,0,0,0,0,0
1,0,1,10,68,0,0,2,0,0,0,0,0,0,1
1,0,0,26,65,0,0,3,0,0,0,1,0,0,0
1,0,0,11,22,0,0,2,0,0,0,1,0,0,0
1,0,0,4,15,0,0,1,0,0,0,0,0,0,1
1,0,1,54,129,2,0,5,1,0,2,4,0,0,1
0,0,0,28,37,0,0,2,0,0,0,1,0,0,0
1,0,0,22,29,0,0,2,0,0,0,1,0,0,1
1,0,1,18,171,5,1,4,0,0,1,1,0,0,1
1,0,0,19,39,0,0,3,0,0,0,1,0,0,0
1,0,0,20,50,0,0,1,1,0,0,0,0,0,1
0,0,0,14,82,0,0,4,1,4,0,1,0,0,0
1,0,0,9,16,0,0,1,0,0,0,0,0,0,0
0,0,0,24,79,0,1,7,0,0,0,2,0,0,1
1,0,0,25,46,0,0,2,0,0,0,1,0,0,1
1,0,0,17,25,0,0,2,0,0,0,1,0,0,0
1,0,0,28,57,0,0,3,0,0,0,2,0,0,1
0,0,0,17,26,0,0,2,0,0,0,1,0,0,0
1,0,0,9,67,0,0,1,0,0,3,0,0,0,0
1,0,0,34,52,0,0,5,0,0,0,3,0,0,1
0,0,0,16,30,0,0,2,0,0,0,1,0,0,0
0,0,0,21,49,0,0,1,1,0,0,0,0,0,1
1,0,0,9,16,0,0,1,0,0,0,0,0,0,0
0,0,0,39,57,0,0,4,3,0,0,2,0,0,1
1,0,0,23,30,0,0,2,0,0,0,1,0,0,1
1,0,0,18,70,0,0,1,6,0,0,0,0,0,1
1,0,1,15,240,3,0,7,2,0,3,1,0,0,1
1,0,0,21,57,0,0,2,1,0,0,1,0,0,1
1,0,0,24,73,0,0,3,3,0,0,1,0,0,0
1,0,0,10,23,0,0,2,0,0,0,1,0,0,0
1,0,1,18,69,0,0,2,0,0,0,1,0,0,1
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
0,0,0,18,51,0,0,2,3,0,0,1,0,0,0
0,0,0,14,31,0,0,3,0,0,0,1,0,0,1
0,0,0,20,29,0,0,2,0,0,0,1,0,0,0
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
0,0,0,23,46,0,0,2,1,0,0,1,0,0,0
1,0,0,21,43,0,0,2,1,0,0,1,0,0,0
0,0,0,15,35,0,0,1,0,0,0,0,0,0,1
1,0,0,25,32,0,0,2,0,0,0,1,0,0,1
1,0,0,19,135,0,0,2,11,0,0,1,0,0,0
1,0,1,20,263,2,0,5,0,0,1,1,0,0,1
1,0,0,8,22,0,0,1,0,0,0,0,0,0,1
1,0,1,18,100,0,0,3,1,0,0,1,0,0,1
1,0,0,24,32,0,0,3,1,0,0,2,0,0,1
0,0,1,33,388,6,0,3,9,14,0,1,0,0,1
0,0,0,17,36,0,0,1,0,0,0,0,0,0,0
1,0,0,22,29,0,0,2,0,0,0,1,0,0,0
0,0,0,21,47,0,0,3,0,0,0,2,0,0,1
1,0,0,16,24,0,0,2,0,0,0,1,0,0,0
0,0,0,10,19,0,0,2,0,0,0,1,0,0,0
0,0,0,29,38,0,0,2,2,0,0,1,0,0,0
1,0,0,43,51,0,0,3,2,0,0,2,0,0,1
1,0,0,15,57,0,0,2,3,0,0,1,0,0,0
1,0,0,21,116,0,1,4,2,0,0,1,0,0,1
0,0,0,17,37,0,0,2,0,0,0,1,0,0,0
1,0,0,31,140,0,0,7,3,0,5,1,0,0,1
1,0,0,16,34,0,0,4,0,0,0,2,0,0,1
1,0,0,24,53,0,0,2,0,0,0,1,0,0,1
1,0,0,23,31,0,0,2,0,0,0,1,0,0,0
1,0,0,17,41,0,0,2,0,0,0,1,0,0,1
1,0,1,20,109,0,0,3,1,0,0,1,0,0,1
1,0,0,21,46,0,0,3,2,0,0,1,0,0,1
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
0,0,0,12,21,0,0,2,0,0,0,1,0,0,0
1,0,0,20,36,0,0,2,0,0,0,1,0,0,0
0,0,0,16,47,0,0,2,1,0,1,1,0,0,0
1,0,0,16,43,0,0,3,1,0,0,1,0,0,0
0,0,1,22,68,0,0,2,0,0,0,1,0,0,1
0,0,1,14,293,2,0,4,2,0,0,1,0,0,1
1,0,0,23,58,0,0,2,3,0,0,1,0,0,0
0,0,1,24,91,0,0,3,1,0,0,0,0,0,1
0,0,0,17,26,0,0,2,0,0,0,1,0,0,0
1,0,0,18,43,0,0,3,1,0,0,2,0,0,1
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
1,0,0,20,59,0,0,3,0,0,1,1,0,0,0
0,0,0,14,45,0,0,2,0,0,0,1,0,0,1
1,0,0,17,55,0,0,2,2,0,0,1,0,0,0
0,0,0,18,47,0,0,2,0,0,0,1,0,0,0
1,0,0,17,25,0,0,2,0,0,0,1,0,0,0
1,0,0,21,28,0,0,2,0,0,0,1,0,0,1
0,0,0,21,70,0,0,2,3,0,0,0,0,0,1
1,0,0,21,52,0,0,2,2,0,0,1,0,0,0
1,0,0,42,50,0,0,4,2,0,0,3,0,0,1
0,0,0,14,23,0,0,3,0,0,0,2,0,0,0
1,0,0,22,42,0,0,2,1,0,0,1,0,0,0
0,0,0,27,45,0,0,2,0,0,0,1,0,0,0
0,0,0,8,130,0,0,1,10,0,0,0,0,0,0
1,0,0,16,44,0,0,1,0,0,0,0,0,0,1
1,0,0,15,23,0,0,2,0,0,0,1,0,0,0
1,0,0,14,56,0,0,2,2,0,0,1,0,0,1
1,0,0,21,41,0,0,2,0,0,0,1,0,0,1
0,0,0,11,41,0,0,3,0,0,0,1,0,0,0
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
0,0,0,18,70,0,1,3,0,0,0,0,0,0,1
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
1,0,0,13,34,0,0,2,2,0,0,1,0,0,0
1,0,1,16,202,1,0,1,4,0,1,0,0,0,1
1,0,0,18,26,0,0,2,0,0,0,1,0,0,0
1,0,0,18,50,0,0,2,3,0,0,1,0,0,0
0,0,1,50,126,2,0,4,1,0,2,3,0,0,1
1,0,1,15,102,0,0,1,1,0,0,0,0,0,1
0,0,0,20,66,0,0,2,0,0,0,1,0,0,0
1,0,0,14,32,0,0,2,0,0,0,1,0,0,1
1,0,0,7,40,0,0,1,0,0,0,0,0,0,0
0,0,0,11,20,0,0,2,0,0,0,1,0,0,0
1,0,0,17,36,0,0,2,1,0,0,1,1,0,0
0,0,0,20,29,0,0,2,1,0,0,1,0,0,0
1,0,0,24,32,0,0,2,0,0,0,1,0,0,0
1,0,0,14,70,0,0,3,4,0,0,1,0,0,0
1,0,0,19,27,0,0,3,0,0,0,2,0,0,0
0,0,0,17,99,0,0,2,2,0,0,1,0,0,0
1,0,0,25,44,0,0,2,0,0,0,1,0,0,0
0,0,0,12,39,0,0,2,0,0,0,0,0,0,1
0,0,0,19,28,0,0,2,1,0,0,1,0,0,0
1,0,0,19,27,0,0,2,0,0,0,1,0,0,0
0,0,0,27,108,0,0,4,2,0,0,2,0,0,0
1,0,0,29,135,1,0,8,1,0,0,3,0,0,1
1,0,0,40,278,1,0,3,1,0,0,1,0,0,1
1,0,0,21,106,0,0,5,0,0,0,2,0,0,1
1,0,0,19,55,0,0,2,3,0,0,1,0,0,0
1,0,0,19,39,0,0,3,0,0,0,1,0,0,0
1,0,0,28,48,0,0,2,1,0,0,1,0,0,1
1,0,0,17,44,0,0,3,0,0,0,1,0,0,0
1,0,0,41,72,0,0,5,3,0,1,3,0,0,1
1,0,0,14,22,0,0,2,0,0,0,1,0,0,0
1,0,0,20,64,0,0,3,0,0,0,1,0,0,0
1,0,0,12,77,0,0,2,2,0,0,0,0,0,1
0,0,0,17,29,0,0,2,0,0,0,1,0,0,1
1,0,0,18,56,0,0,2,2,0,0,1,0,0,0
0,0,0,17,26,0,0,2,0,0,0,1,0,0,0
1,0,0,15,57,0,0,3,0,0,1,1,0,0,0
0,0,0,30,110,0,0,2,1,0,0,1,0,0,1
1,0,0,13,41,0,0,2,0,0,0,0,0,0,1
0,0,0,24,39,0,0,2,1,0,0,1,0,0,1
1,0,0,18,46,0,0,3,0,0,0,1,0,0,1
0,0,0,10,19,0,0,2,0,0,0,1,0,0,0
0,0,0,14,39,0,0,2,0,0,0,1,0,0,0
0,0,0,16,42,0,0,2,0,0,0,1,0,0,0
1,0,0,19,56,0,0,1,1,0,0,0,0,0,1
0,0,0,21,30,0,0,2,0,0,0,1,0,0,0
0,0,0,22,31,0,0,2,0,0,0,1,0,0,0
1,0,1,16,167,1,0,5,0,0,2,0,0,0,1
1,0,0,20,28,0,0,2,0,0,0,1,0,0,0
1,0,0,24,143,0,0,3,2,6,3,1,0,0,0
1,0,0,19,37,0,0,2,0,0,0,1,0,0,0
1,0,0,9,20,0,0,1,0,0,0,0,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,20,41,0,0,2,0,0,0,1,0,0,1
0,0,0,16,25,0,0,2,0,0,0,1,0,0,0
1,0,0,35,43,0,0,2,2,0,0,1,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
0,0,0,12,53,0,0,2,1,0,0,1,0,0,1
1,0,0,23,80,0,0,3,0,0,5,1,0,0,0
0,0,0,20,29,0,0,2,0,0,0,1,0,0,1
0,0,0,27,45,0,0,5,0,0,0,3,0,0,1
1,0,0,19,26,0,0,1,0,0,0,0,0,0,0
1,0,0,22,30,0,0,2,0,0,0,1,0,0,0
1,0,1,27,35,0,0,2,0,0,0,1,0,0,1
0,0,0,27,36,0,0,2,0,0,0,1,0,0,0
0,0,0,20,29,0,0,2,0,0,0,1,0,0,1
0,0,1,15,42,0,0,2,0,0,0,1,0,0,0
0,0,0,16,34,0,0,2,0,0,0,1,0,0,0
1,0,0,25,33,0,0,2,0,0,0,1,0,0,1
1,0,0,14,63,0,0,3,3,0,1,1,0,0,0
1,0,0,13,112,0,0,3,6,1,0,1,0,0,0
1,0,0,10,35,0,0,2,0,0,0,0,0,0,1
1,0,0,13,29,0,0,1,1,0,0,0,0,0,1
0,0,0,24,39,0,0,1,0,0,0,0,0,0,1
0,0,1,31,47,0,0,4,1,0,0,3,0,0,1
0,0,0,16,25,0,0,2,0,0,0,1,0,0,0
0,0,0,26,35,0,0,2,2,0,0,1,0,0,0
1,0,0,19,121,0,0,1,5,0,0,0,0,0,1
0,0,0,10,19,0,0,2,0,0,0,1,0,0,0
1,0,0,23,47,0,0,1,1,0,0,0,0,0,1
0,0,0,15,39,0,0,2,0,0,0,1,0,0,0
1,0,0,23,31,0,0,2,0,0,0,1,0,0,0
1,0,1,10,231,2,0,3,3,0,2,0,0,0,1
0,0,0,20,29,0,0,2,0,0,0,1,0,0,1
1,0,0,12,44,0,0,1,2,0,0,0,0,0,1
1,0,0,14,105,2,0,2,1,0,0,0,0,0,1
1,0,0,17,64,1,0,2,0,0,1,1,0,0,0
1,0,1,14,96,0,0,2,1,0,0,0,0,0,1
1,0,0,12,24,0,0,2,0,0,0,1,0,0,1
0,0,1,42,69,0,0,4,0,0,0,3,0,0,1
1,0,0,17,39,0,0,2,0,0,0,1,0,0,0
1,0,0,17,65,0,0,2,3,0,0,1,0,0,0
1,0,0,20,39,0,0,3,0,0,0,1,0,0,1
1,0,0,26,33,0,0,2,1,0,0,1,0,0,1
0,0,0,19,117,0,0,2,6,0,0,1,0,0,0
0,0,0,19,55,0,0,3,1,0,0,2,0,0,0
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
0,0,0,15,43,0,0,2,2,0,0,1,0,0,0
0,0,0,35,112,0,0,2,1,0,0,1,0,0,1
1,0,1,19,86,0,0,4,0,0,0,2,0,0,1
1,0,0,13,39,0,0,2,0,0,1,1,0,0,0
1,0,0,21,67,0,0,1,0,0,0,0,0,0,1
1,0,0,14,22,0,0,1,0,0,0,0,0,0,1
1,0,0,19,48,0,0,3,0,0,0,1,0,0,1
1,0,1,24,32,0,0,3,1,0,0,2,0,0,1
1,0,1,22,110,0,0,2,2,0,0,0,0,0,1
1,0,0,18,40,0,0,2,0,0,0,1,0,0,0
0,0,0,17,37,0,0,2,0,0,0,1,0,0,0
1,0,0,13,34,0,0,3,0,0,0,1,0,0,1
1,0,1,17,54,0,0,2,2,0,0,1,0,0,1
0,0,0,27,36,0,0,2,0,0,0,1,0,0,0
1,0,0,17,49,0,0,2,2,0,0,1,0,0,0
1,0,0,27,34,0,0,2,0,0,0,1,0,0,0
1,0,0,18,26,0,0,2,0,0,0,1,0,0,0
0,0,0,17,43,0,0,2,0,0,0,0,0,0,1
1,0,0,24,81,0,0,2,5,0,0,1,0,0,0
0,0,0,20,29,0,0,2,0,0,0,1,0,0,1
1,0,1,22,81,0,0,1,1,0,0,0,0,0,1
0,0,0,20,56,0,0,2,2,0,0,1,1,0,0
1,0,0,18,78,0,0,1,6,0,0,0,0,0,1
0,0,1,11,64,0,0,2,1,0,0,1,0,0,1
0,0,0,18,46,0,0,1,1,0,0,0,0,0,1
1,0,0,22,96,0,0,1,1,0,1,0,0,0,1
0,0,0,15,48,0,0,3,1,0,0,1,0,0,0
1,0,0,15,39,0,0,2,0,0,0,0,0,0,1
0,0,0,23,32,0,0,2,3,0,0,1,0,0,0
1,0,0,14,41,0,0,3,0,0,0,1,0,0,1
1,0,1,42,118,2,0,4,0,0,2,3,0,0,1
0,0,0,21,30,0,0,2,1,0,0,1,0,0,1
1,0,0,19,63,0,0,3,2,0,0,1,0,0,0
0,0,0,17,26,0,0,2,0,0,0,1,0,0,0
0,0,0,17,26,0,0,2,1,0,0,1,0,0,0
1,0,0,26,47,0,0,3,0,0,0,1,0,0,0
0,0,0,16,82,0,0,2,0,0,0,1,0,0,1
1,0,0,20,28,0,0,2,0,0,0,1,0,0,0
0,0,0,11,20,0,0,2,0,0,0,1,0,0,0
1,0,0,23,102,0,0,3,1,0,1,1,0,0,1
0,0,0,27,61,0,0,2,4,0,0,1,0,0,0
1,0,0,18,45,0,0,3,0,0,1,1,0,0,0
0,0,1,66,75,0,0,4,2,0,0,3,0,0,1
0,0,1,17,135,4,0,2,0,2,0,1,0,0,1
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
1,0,0,13,20,0,0,2,0,0,0,1,0,0,0
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
0,0,1,45,70,0,0,5,2,0,0,3,0,0,1
0,0,0,15,42,0,0,1,0,0,0,0,0,0,1
0,0,0,17,64,0,0,2,5,0,0,1,0,0,0
0,0,0,18,45,0,0,2,0,0,0,1,0,0,0
1,0,0,35,42,0,0,4,0,0,0,3,0,0,1
1,0,0,13,77,0,0,3,2,0,0,1,0,0,1
1,0,0,23,31,0,0,2,0,0,0,1,0,0,1
1,0,0,25,43,0,0,2,0,0,0,1,0,0,0
1,0,1,61,126,0,0,3,4,0,2,1,0,0,1
0,0,0,15,113,0,0,2,1,0,1,1,0,0,1
1,0,1,35,795,11,0,12,20,2,16,3,0,0,1
0,0,0,7,63,0,0,3,2,0,0,0,0,0,1
1,0,1,14,210,2,0,4,0,0,1,0,0,0,1
1,0,0,18,26,0,0,2,0,0,0,1,0,0,1
0,0,0,16,56,0,0,2,0,0,2,1,0,0,0
1,0,0,23,46,0,0,3,0,0,0,1,0,0,1
0,0,1,45,54,0,0,2,0,0,0,1,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
0,0,0,16,34,0,0,2,0,0,0,1,0,0,0
0,0,0,17,26,0,0,2,1,0,0,1,0,0,1
1,0,1,12,63,0,0,3,3,0,2,1,0,0,0
1,0,0,21,38,0,0,2,0,0,0,1,0,0,1
1,0,0,29,115,0,0,2,2,0,1,1,0,0,1
1,0,0,22,43,0,0,2,1,0,0,1,0,0,0
0,0,0,21,33,0,0,2,1,0,0,1,0,0,0
1,0,0,17,61,0,0,3,0,0,0,1,0,0,1
0,0,0,6,21,0,0,1,0,0,0,0,0,0,1
1,0,0,40,58,0,0,5,0,0,0,3,0,0,1
0,0,0,11,29,0,0,3,0,0,0,0,0,0,1
1,0,0,18,203,0,0,8,0,0,0,1,0,0,1
1,0,0,7,56,0,0,1,0,0,4,0,0,0,0
0,0,0,39,48,0,0,2,0,0,0,1,0,0,1
1,0,0,21,28,0,0,2,0,0,0,1,0,0,1
1,0,0,9,46,0,0,2,0,0,0,0,0,0,1
0,0,0,22,47,0,0,2,1,0,0,1,0,0,1
1,0,0,17,35,0,0,2,0,0,0,0,0,0,1
1,0,0,14,22,0,0,2,0,0,0,1,0,0,0
1,0,0,20,81,0,0,2,1,0,0,0,0,0,1
0,0,0,21,30,0,0,2,2,0,0,1,0,0,0
0,0,0,16,25,0,0,2,0,0,0,1,0,0,0
0,0,0,16,103,0,0,2,2,0,2,1,0,0,1
0,0,0,12,50,0,0,2,3,0,0,1,0,0,0
1,0,1,29,94,0,0,3,0,0,1,1,0,0,1
1,0,0,12,167,0,0,2,0,0,1,1,0,0,1
1,0,0,10,18,0,0,2,0,0,0,1,0,0,0
